rating_id,userId,movieId,rating,rating_date
9745842,100522,44,1.5,2011-10-17 01:25:41
12203273,124989,44,4.0,2010-11-14 12:37:16
6676521,68467,44,0.5,2008-10-28 08:02:59
16828522,172087,44,3.5,2012-01-26 02:17:57
20806143,212359,44,2.5,2009-08-28 05:46:59
169164,1699,47,5.0,1998-03-17 05:28:22
15166528,154989,47,5.0,2017-01-02 08:19:11
18537372,189059,48,3.5,2014-06-26 13:50:29
12349504,126548,48,0.5,2012-09-14 03:34:45
423100,4319,48,0.5,2013-03-11 11:44:32
15926728,162658,48,4.5,2014-02-05 18:09:51
12518009,128206,50,2.5,2016-04-18 17:41:58
18562789,189293,50,3.5,2017-03-01 14:16:05
21542891,220139,50,5.0,2015-11-03 09:10:05
21160959,216177,50,4.5,2015-10-15 11:48:26
23610167,241206,50,4.0,2016-11-26 13:21:00
9268887,95598,50,3.0,2014-12-05 14:23:21
7501896,77283,50,5.0,1999-10-07 07:39:34
12465535,127734,50,5.0,2016-03-21 07:36:44
22276961,227738,50,4.5,2017-11-14 02:02:31
14744900,150844,50,4.0,2018-07-29 12:28:11
25759762,263131,50,4.0,2018-09-12 20:52:29
27588461,281505,50,2.0,2016-11-16 21:13:07
26734422,272951,50,5.0,2014-11-25 14:53:26
7584091,78084,50,4.5,2017-06-03 07:59:50
7513351,77392,50,3.5,2015-09-28 05:44:44
11295926,116078,50,5.0,2017-01-13 18:50:30
16414053,167898,50,1.0,2018-05-12 09:45:01
16600397,169809,50,5.0,2015-10-12 03:31:10
10936773,112386,50,5.0,2015-09-19 12:19:57
17997929,183919,50,5.0,1999-10-06 07:11:45
24471311,250217,50,5.0,2015-11-19 05:02:25
1233892,12425,50,5.0,1998-12-07 04:30:30
25494358,260398,50,1.0,2016-04-18 20:09:16
1828968,18738,50,5.0,2015-08-16 09:11:22
25523771,260721,50,2.5,2017-11-11 18:42:49
16073523,164226,58,2.0,1998-04-17 22:32:10
10214048,105122,58,5.0,1998-04-21 03:33:40
16505423,168843,60,3.0,2007-05-11 11:44:13
26646830,272105,60,3.0,2009-07-10 20:25:06
14292451,146261,65,4.0,2014-06-28 11:49:11
15831540,161695,70,2.0,2013-12-12 21:14:57
17743951,181412,79,3.5,2008-07-20 06:41:06
3782847,38914,88,4.0,2010-11-24 13:37:57
20184011,205786,95,3.0,1997-05-09 19:32:50
17593269,179857,95,5.0,1997-06-04 09:20:35
16227978,166008,100,4.0,2000-01-31 12:58:25
24458961,250126,104,5.0,2001-10-17 09:12:07
4601077,47337,105,5.0,2013-09-11 23:06:54
24851482,253950,105,3.0,2013-07-02 18:41:27
8028998,82658,105,5.0,1999-01-07 07:03:30
21826367,222949,105,5.0,2013-10-13 20:14:10
978696,9837,105,5.0,2006-11-17 01:31:19
6860689,70397,105,5.0,2013-12-07 14:02:50
12576112,128787,105,3.5,2013-08-09 21:37:23
20702383,211479,107,3.5,2011-07-13 07:00:51
8161808,83957,107,3.5,2013-12-03 00:49:15
11287112,115962,107,2.5,2012-05-15 22:26:06
27544097,280987,107,1.0,2008-08-12 19:51:45
26644728,272073,110,5.0,2000-05-11 02:47:24
14509879,148559,110,3.5,2016-10-18 11:55:58
24588826,251383,110,5.0,2015-08-07 11:29:00
7823481,80464,110,4.0,2017-11-08 16:42:21
25566300,261146,110,5.0,1998-08-13 06:43:49
15874993,162094,110,5.0,1999-01-04 01:15:18
5850322,60195,110,3.0,2000-10-08 01:51:51
5505248,56717,110,2.0,2018-02-13 06:24:58
15808606,161472,110,4.0,2000-12-04 16:19:10
27669829,282319,111,5.0,2016-01-30 07:34:31
13732540,140439,112,4.5,2013-12-15 06:45:24
14679162,150133,116,5.0,2000-04-19 23:50:45
18958800,193457,117,4.0,1998-10-22 03:44:28
18612575,189812,119,4.0,2001-10-13 15:33:55
3384935,34740,121,3.0,1997-06-15 17:32:24
26258002,268147,141,3.0,1998-03-08 03:27:53
25893485,264335,145,4.0,2008-05-28 06:44:36
3914503,40356,145,3.5,2008-07-21 20:52:53
17357373,177297,145,3.0,2008-12-06 19:12:14
25604543,261573,145,3.5,2011-12-12 09:18:02
16685871,170691,145,3.0,2010-06-10 15:01:15
26181828,267370,145,4.0,2010-04-12 05:25:41
10168941,104678,145,5.0,2013-06-25 07:58:32
14158814,144927,145,3.5,2009-05-28 00:03:42
14453183,147966,145,4.0,2013-09-30 12:35:38
5328573,54823,145,5.0,2012-06-29 03:15:51
19689038,200850,145,2.0,2014-03-27 22:56:52
15233240,155649,145,3.0,2009-06-16 08:25:36
25959653,265058,150,4.0,2000-01-17 15:39:27
17301385,176649,158,4.5,2011-08-26 09:52:46
17297306,176585,158,3.0,2011-05-02 08:01:06
21928632,223998,158,2.5,2010-03-24 23:36:10
21497290,219706,158,3.5,2005-07-13 00:47:48
26307153,268654,158,3.0,2013-09-06 00:25:49
20253801,206506,158,4.0,2012-05-18 10:23:44
17025182,174035,158,5.0,2014-02-20 13:53:33
20252418,206492,158,2.0,2015-06-07 21:50:24
1411072,14310,158,3.0,2009-03-18 15:38:56
12290461,125925,158,0.5,2005-03-22 18:45:11
6817354,70016,158,5.0,2008-10-30 03:45:30
27104917,276643,158,5.0,2012-11-19 11:16:24
3650525,37499,158,5.0,2014-08-04 19:11:41
26653989,272165,158,3.0,2010-06-03 10:10:15
1773554,18132,158,3.5,2012-08-01 00:36:43
3691585,37879,158,0.5,2004-03-16 01:09:48
5108044,52453,160,1.5,2012-02-24 16:19:09
25964585,265109,160,5.0,2006-05-11 07:27:15
11215548,115215,160,5.0,1998-07-20 03:20:25
13392551,136952,161,5.0,2001-11-29 04:28:43
27654435,282165,162,5.0,2017-09-27 06:08:40
24003892,245263,163,2.0,2014-10-12 19:26:43
16462155,168303,163,3.5,2012-10-12 20:01:14
11608433,118968,163,3.5,2006-03-18 03:20:52
20728698,211680,163,3.0,2008-02-01 17:13:25
15887651,162216,163,4.0,2012-06-18 02:48:37
2977853,30646,163,3.0,2011-07-07 07:06:13
23203814,237262,163,3.0,2014-04-03 03:56:05
15604731,159284,168,4.5,2008-05-23 19:08:08
16850520,172302,168,3.0,2008-03-09 04:55:05
18448866,188153,168,1.5,2008-05-29 18:29:27
14807435,151509,168,2.0,2007-10-04 08:32:17
23613029,241253,168,3.5,2007-11-18 00:34:27
8755182,90237,168,3.0,2005-07-02 18:41:29
22091292,225761,169,2.0,2013-06-07 02:37:48
18854364,192334,170,2.5,2012-03-14 13:27:39
24674661,252265,170,2.5,2008-01-14 09:13:36
1404180,14200,170,4.5,2009-03-29 13:12:57
9611141,99140,170,3.5,2013-09-03 01:01:01
14283318,146139,170,3.0,2010-08-17 00:37:29
724799,7308,170,3.0,2009-07-26 20:07:27
8330592,85805,170,5.0,2013-11-17 16:26:00
1706267,17424,170,3.0,2008-12-01 18:27:16
11292594,116029,170,2.0,2014-03-25 14:53:23
2419879,24893,170,4.0,2010-03-21 12:37:14
308850,3025,170,0.5,2007-06-17 04:10:24
17767709,181652,170,1.0,2009-05-23 00:21:10
9435801,97284,170,3.0,2012-04-21 19:36:15
3545665,36357,170,5.0,2013-04-05 00:40:24
11015632,113175,170,2.5,2010-02-02 18:12:27
9867397,101747,170,0.5,2008-03-05 09:52:36
18199509,185772,172,1.5,2009-12-01 06:04:36
3582591,36774,172,0.5,2006-08-16 01:46:05
18438607,188067,173,1.0,2013-02-24 14:33:34
12415589,127212,173,1.0,2012-08-10 11:55:48
12237340,125321,173,1.0,2001-07-10 07:40:02
21609965,220774,173,3.0,2001-09-21 02:49:53
19024843,194082,173,3.5,2013-06-24 06:12:40
6759882,69432,175,2.0,2012-02-01 09:23:56
10570497,108619,175,3.5,2009-06-25 20:53:33
25470458,260189,175,5.0,2010-06-28 00:49:16
2754937,28490,180,2.0,2008-08-26 11:44:31
7445990,76588,180,5.0,2014-05-02 08:41:05
14704545,150427,182,5.0,1997-06-12 12:28:06
20533091,209582,186,3.5,2011-07-13 07:04:56
20333481,207362,191,4.0,2001-12-23 16:38:06
16327864,166955,191,3.0,2002-08-11 03:49:52
25910068,264563,193,0.5,2010-06-08 06:21:31
23895210,244182,193,3.0,2010-11-25 21:41:36
3177476,32730,193,3.5,2008-05-14 05:54:32
3006517,30910,194,4.0,2007-12-06 01:31:55
24100744,246299,196,3.5,2010-02-14 12:56:01
18688023,190609,196,2.5,2011-10-17 15:31:22
2211279,22745,196,2.0,2013-09-13 21:12:02
17617490,180143,196,4.0,2011-11-21 20:07:53
3399696,34887,198,5.0,2010-06-16 15:44:50
7625769,78559,204,3.0,2008-04-29 07:01:34
6095689,62623,207,4.0,2007-04-20 00:29:47
19592367,199898,208,4.5,2007-01-01 20:37:15
24763548,253089,208,3.0,2001-09-20 05:10:03
23390126,239088,215,4.5,2012-06-16 22:52:11
2274404,23410,216,4.5,2010-03-09 09:38:49
20138490,205355,216,4.0,2013-02-07 15:18:09
1502328,15241,216,4.0,2013-01-24 13:53:09
21787333,222544,216,4.0,2009-09-13 20:06:41
26590552,271484,216,4.0,2012-01-08 14:08:14
26462611,270226,216,2.0,2013-06-10 08:07:53
12701009,130050,216,4.0,2010-07-13 05:54:29
23303104,238261,216,4.0,2010-04-10 08:57:37
24900884,254360,216,2.0,2011-05-01 05:20:41
24218106,247638,216,1.5,2011-09-12 15:13:31
12092043,123831,216,4.0,2011-03-25 07:46:04
20597017,210322,223,3.0,2006-08-28 07:31:47
13401437,137050,223,5.0,2002-04-14 13:36:09
25294940,258424,223,5.0,2000-11-16 22:08:13
7016309,71983,223,5.0,1998-09-15 05:10:01
5553272,57260,223,5.0,1998-12-14 21:29:23
26846869,274109,223,5.0,1997-06-21 08:05:01
8164228,83986,224,3.5,2008-12-10 10:22:57
17745979,181441,224,2.0,2008-10-31 16:08:26
26840696,274051,227,3.0,2007-06-30 03:47:45
16730739,171186,232,3.0,2010-11-14 16:03:39
24241433,247910,233,1.0,1998-02-05 16:19:51
15640958,159721,236,1.0,2005-12-12 06:05:19
17687606,180880,236,4.0,2016-01-10 04:11:24
23324587,238489,246,4.0,2004-07-12 07:13:02
18986038,193707,247,5.0,1998-09-30 07:00:58
4907871,50395,249,2.5,2008-05-12 13:37:43
4267639,43886,252,0.5,2003-12-20 21:20:03
2027009,20766,253,5.0,2015-01-05 16:19:36
8937481,92300,253,5.0,2017-01-27 05:07:18
17668835,180642,253,5.0,1997-11-20 21:45:43
20148395,205478,256,3.5,2011-01-28 11:16:00
14531035,148760,256,0.5,2011-11-08 09:50:20
14264739,145987,256,4.0,2011-10-26 10:09:55
17118069,174939,256,3.5,2012-08-09 04:11:34
13710270,140198,256,0.5,2012-11-21 06:46:39
23946838,244725,256,1.0,2011-09-14 19:43:16
22626778,231389,256,2.0,2010-07-22 03:23:24
9489343,97847,260,4.5,2015-03-05 12:12:41
23800175,243055,260,5.0,1999-03-01 07:11:37
13341250,136348,260,4.0,2015-04-03 19:34:21
18393072,187752,260,5.0,2017-06-05 00:06:42
986049,9928,260,5.0,2016-07-28 20:57:07
14903293,152385,260,2.0,2016-04-02 03:14:31
20009561,204055,260,5.0,2015-05-06 03:29:11
12912819,132170,260,4.0,2018-08-14 05:38:39
8705931,89783,260,2.5,2016-04-05 23:40:19
24746001,252933,260,5.0,2018-06-06 11:00:33
22578739,230898,260,5.0,2016-05-04 15:05:13
21054614,215042,260,3.5,2016-01-12 07:16:56
12447092,127542,260,5.0,1999-05-09 00:46:06
4787865,49062,260,3.5,2015-10-25 13:45:52
18228364,186036,260,5.0,2016-10-19 01:04:11
22559930,230662,260,4.0,2018-08-26 13:19:21
24358321,249019,260,5.0,2017-01-25 23:23:43
29792,281,260,4.0,2016-11-04 15:55:15
27657320,282192,260,3.0,2016-02-09 05:07:17
13776606,140959,260,5.0,2016-04-19 01:07:30
23635276,241423,260,5.0,2016-07-12 17:07:03
7605726,78322,260,4.0,2000-04-28 19:02:40
5838021,60067,260,1.0,2018-04-13 20:35:45
13861479,141894,260,1.5,2018-01-25 03:45:00
5864388,60357,260,2.5,2015-09-12 22:48:12
19594551,199934,260,4.0,2017-01-21 02:01:14
15752799,160892,260,0.5,2017-02-23 23:08:57
12265248,125632,260,3.5,2018-04-20 06:07:15
21956790,224346,260,4.5,2015-04-28 09:30:55
1248738,12579,260,4.5,2016-05-01 20:37:28
4157498,42703,260,3.5,2018-08-21 13:56:03
4942206,50717,260,5.0,2017-01-29 20:12:52
20572379,210055,260,2.5,2016-01-19 14:27:29
2067974,21143,260,5.0,2001-01-25 08:00:18
24459961,250137,260,5.0,2001-03-14 05:40:48
20334767,207385,260,3.5,2017-11-25 16:48:32
22071666,225565,260,5.0,2016-06-27 17:04:58
2105132,21542,260,5.0,2015-11-11 08:04:36
17662029,180568,260,5.0,2018-08-18 23:47:38
21849338,223190,260,4.0,2016-06-19 07:29:51
27160642,277202,260,1.5,2017-02-02 12:32:04
14690737,150250,260,3.0,2018-09-19 08:52:24
22155974,226522,260,4.0,2017-05-18 02:41:54
10961350,112595,260,4.5,2018-08-31 14:14:03
15957023,162934,260,5.0,1997-05-04 16:08:48
2592512,26765,260,5.0,2018-06-04 15:39:22
10197839,104983,260,2.5,2018-03-04 05:39:38
12628947,129324,260,5.0,2018-06-17 15:24:59
11782680,120865,260,5.0,2017-04-06 13:00:13
9918712,102150,260,4.0,2018-01-31 02:55:04
10997705,112934,260,5.0,2016-06-16 10:13:05
4259504,43811,260,5.0,2017-04-21 07:44:32
8930300,92235,260,4.5,2016-09-11 18:50:46
17423626,177997,260,5.0,2015-10-15 15:00:58
22260487,227567,260,5.0,2017-07-07 18:53:38
12879079,131836,260,4.0,2016-01-05 05:18:07
25996286,265501,260,4.5,2018-04-16 03:14:14
18947178,193367,260,4.0,2016-12-03 12:22:43
12023944,123114,261,2.0,2012-11-03 14:03:44
26138247,266962,261,3.0,2013-01-14 00:45:25
23712036,242286,261,4.5,2010-12-05 07:28:08
21431816,218953,261,3.0,2010-09-02 03:57:58
2531514,26086,261,5.0,2008-02-16 23:09:21
5484768,56472,262,5.0,2012-08-14 19:03:39
9803210,101076,262,4.0,2012-04-12 14:37:58
14715816,150520,266,4.0,1998-10-25 05:24:33
5709024,58823,267,4.5,2012-07-24 10:42:26
12508219,128138,273,4.0,2011-02-02 12:15:08
25693995,262453,276,1.0,2007-02-12 16:18:31
10024725,103244,277,3.0,2013-11-14 16:48:16
27160684,277205,277,1.0,2011-12-31 04:56:26
19178166,195658,277,3.5,2010-07-16 19:48:49
24785959,253341,277,4.0,2012-07-08 13:22:53
7047765,72331,282,3.0,2004-05-18 06:33:34
9209459,94967,285,5.0,2001-07-15 01:33:10
25019591,255594,288,5.0,2001-10-03 04:23:05
27305469,278604,293,5.0,2017-02-15 02:31:17
1177746,11812,293,5.0,2015-08-29 06:29:26
18017083,184123,293,5.0,1998-08-01 23:45:58
23348460,238714,296,5.0,2018-08-20 06:46:19
1980697,20274,296,5.0,2017-09-22 21:57:18
15632298,159620,296,5.0,2015-11-28 09:45:49
8312465,85613,296,5.0,2016-08-06 07:16:29
15167898,154994,296,5.0,1999-11-12 08:07:19
6236948,64029,296,5.0,2013-09-16 00:03:48
7287600,74885,296,5.0,1998-07-15 10:07:53
7476880,77004,296,5.0,2018-06-04 08:44:05
1612097,16397,296,4.0,2017-02-04 05:28:08
20482154,209003,296,4.5,2017-11-27 13:54:20
19774736,201727,296,5.0,2017-04-03 22:07:26
3958955,40767,296,4.5,2018-04-10 10:12:05
13498257,138009,296,5.0,2018-05-04 10:32:18
3214371,33141,306,4.0,2013-11-26 02:40:08
4002957,41213,306,4.0,2014-10-26 05:19:23
14543452,148879,307,4.5,2008-03-28 12:42:28
8157019,83914,307,3.5,2010-11-10 23:57:25
24055713,245815,307,5.0,2010-01-03 04:10:45
16609303,169905,307,2.5,2008-10-28 08:20:08
2256906,23196,307,4.5,2008-02-04 23:16:44
2844387,29410,308,0.5,2007-02-12 09:19:47
828319,8334,314,5.0,2015-09-26 17:45:54
12546829,128505,315,2.0,2007-12-02 05:52:08
17182874,175552,316,4.0,2001-10-06 09:13:41
20453321,208670,316,4.5,2018-03-08 12:20:52
6463329,66440,318,4.0,2017-10-21 22:06:05
15613830,159411,318,5.0,2015-11-04 04:01:56
20658393,210968,318,5.0,2014-11-06 03:46:57
23910018,244370,318,5.0,2015-12-07 03:35:24
6416097,65894,318,5.0,2016-06-09 14:32:34
3100589,31933,318,2.5,2017-09-16 22:07:24
23914467,244389,318,5.0,2015-03-02 13:27:47
20647204,210849,318,5.0,2017-05-26 04:33:36
5002695,51382,318,5.0,2017-10-19 02:54:43
20696193,211400,318,1.0,2017-03-07 07:05:32
6430699,66087,318,5.0,2017-10-30 20:47:00
18798194,191686,318,5.0,2015-12-10 03:10:26
5006273,51416,318,5.0,2018-03-11 15:13:51
20790117,212267,318,4.0,2016-07-07 11:56:28
4954853,50873,318,5.0,2017-02-08 11:21:49
8191311,84309,318,5.0,2016-12-10 13:34:35
21107756,215623,318,5.0,2017-06-01 02:58:58
4735526,48548,318,3.5,2017-10-13 13:05:17
18015219,184107,318,5.0,2016-01-08 10:07:29
23710650,242257,318,5.0,2018-09-13 20:32:33
4752955,48706,318,1.0,2016-01-11 20:16:29
18031113,184239,318,5.0,2017-01-14 22:37:48
21025464,214736,318,5.0,2015-11-30 07:32:05
18075030,184637,318,5.0,1998-07-23 12:27:10
18255359,186355,318,2.5,2015-10-06 17:49:45
4839950,49652,318,5.0,2015-01-17 06:57:47
20934582,213805,318,5.0,2016-03-01 21:13:00
6582605,67604,318,2.0,2016-01-04 15:15:19
15695626,160309,318,2.5,2016-05-10 06:28:19
15670550,160052,318,5.0,2016-03-20 08:55:34
15613744,159403,318,5.0,2018-06-30 05:12:26
18345943,187316,318,4.5,2017-01-21 06:18:29
15665567,159990,318,5.0,2018-05-04 02:50:35
20716346,211593,318,3.0,2015-06-16 16:49:46
8263224,85087,318,5.0,2016-10-04 08:55:54
20533171,209586,318,4.5,2015-11-06 02:33:19
3715951,38173,318,5.0,2018-01-01 10:15:31
5106930,52437,318,5.0,2017-01-10 23:38:06
19422086,198318,318,5.0,2018-03-04 09:12:04
19476367,198781,318,5.0,2017-10-10 07:19:06
19936531,203330,318,4.5,2017-01-21 12:57:13
24091719,246172,318,3.5,2017-12-09 13:05:02
8471331,87315,318,3.0,2016-04-30 13:49:05
19935872,203316,318,5.0,2015-11-26 06:59:06
19565342,199605,318,5.0,2017-09-08 19:51:56
8477151,87381,318,5.0,2015-10-11 09:11:21
24112166,246408,318,5.0,2017-01-08 03:58:00
19845823,202492,318,4.0,2015-11-18 23:33:00
19781050,201774,318,5.0,2017-04-16 19:19:35
24136558,246678,318,5.0,2014-11-12 08:14:26
15257196,155935,318,4.5,2018-03-11 00:55:46
15250214,155851,318,4.5,2016-10-25 04:21:21
2852463,29510,318,0.5,2017-02-19 04:02:09
19687574,200829,318,5.0,2018-06-13 00:26:21
5684520,58574,318,5.0,2018-02-27 04:40:27
19742754,201436,318,4.0,2016-05-07 16:09:18
24170588,247137,318,4.5,2016-01-24 18:36:42
24085844,246077,318,5.0,2015-02-27 10:34:09
20514295,209391,318,4.5,2016-11-13 09:45:21
5499800,56649,318,5.0,2016-03-07 19:23:34
2923455,30185,318,4.5,2014-11-05 04:12:23
23942813,244681,318,5.0,2016-04-22 02:27:46
20513888,209382,318,4.5,2018-08-23 08:51:31
8188818,84284,318,3.5,2015-04-18 04:24:15
18945423,193353,318,3.0,2017-03-19 21:55:54
20365443,207721,318,5.0,2018-03-01 04:14:03
5242491,53947,318,3.5,2015-01-06 02:38:43
6113911,62808,318,4.5,2016-05-07 17:05:23
3020856,31130,318,5.0,2017-05-25 15:50:36
19166611,195578,318,4.5,2017-11-14 11:08:30
20248737,206443,318,5.0,2016-07-14 06:05:04
8416854,86677,318,5.0,1999-10-08 07:13:01
5328238,54815,318,4.5,2017-04-07 06:06:38
24017501,245372,318,4.0,2016-05-02 06:19:18
6054984,62154,318,5.0,2014-11-25 17:10:33
5386453,55469,318,5.0,2018-07-28 04:17:39
5420772,55826,318,4.0,2015-08-25 09:45:56
24062294,245869,318,5.0,2017-01-21 05:59:43
2934439,30294,318,4.5,2015-05-09 04:25:50
5453397,56134,318,4.5,2015-11-03 17:39:28
20007040,204024,318,4.0,2017-04-20 19:06:06
23672064,241871,318,5.0,1999-02-21 04:28:32
17883301,182814,318,4.0,2017-02-18 12:39:39
17997367,183912,318,5.0,2016-11-23 15:35:32
3839962,39576,318,5.0,2018-06-11 14:57:48
22326726,228218,318,4.0,2017-11-01 01:47:25
16258150,166255,318,4.5,2017-09-01 12:15:46
23031583,235472,318,4.5,2017-03-07 22:41:59
23043659,235602,318,5.0,2015-04-11 08:51:42
3871512,39921,318,5.0,2016-07-24 20:02:41
22291255,227908,318,4.5,2018-09-05 19:17:35
7966725,81943,318,5.0,2018-02-15 21:32:34
22286690,227861,318,0.5,2017-07-03 11:20:06
16188572,165547,318,5.0,2014-11-05 15:33:02
23077364,235956,318,5.0,2017-06-08 18:18:43
7985373,82144,318,5.0,2015-01-03 14:37:57
3501548,35957,318,4.5,2016-10-05 23:44:20
16919873,172985,318,5.0,2016-01-17 06:36:17
22218815,227176,318,1.0,2018-07-29 20:42:24
16132353,164901,318,4.0,2018-03-04 01:15:09
23126692,236465,318,5.0,2018-05-29 19:10:36
23139750,236613,318,5.0,2017-12-30 14:18:28
7341069,75449,318,5.0,2016-03-11 07:21:32
7910316,81431,318,5.0,2015-04-12 03:07:23
16983713,173648,318,5.0,2017-05-05 22:31:24
7529971,77547,318,5.0,2016-11-12 06:27:44
7862226,80860,318,4.5,2016-05-26 05:23:11
16594283,169743,318,5.0,2017-11-16 11:22:38
16597640,169765,318,4.0,2016-05-31 20:18:39
22709390,232125,318,5.0,2015-09-11 14:34:25
3737306,38387,318,4.0,2015-11-21 18:32:24
22577074,230866,318,5.0,2017-02-26 11:43:42
22768999,232651,318,4.0,2016-01-02 09:32:35
7636863,78698,318,5.0,2017-06-02 22:19:55
22544966,230520,318,1.5,2016-06-02 18:57:45
22522510,230320,318,4.5,2015-11-06 18:22:35
16618970,170021,318,4.5,2018-06-16 00:04:45
16402554,167776,318,5.0,2016-04-18 16:31:03
7804071,80243,318,1.5,2014-11-10 08:44:48
22473535,229857,318,4.5,2017-09-02 08:49:45
16373375,167429,318,5.0,2017-05-22 05:22:10
7838821,80621,318,5.0,2017-04-06 02:44:02
7587922,78121,318,5.0,2017-07-13 20:55:54
3595563,36971,318,5.0,2014-11-05 20:02:37
3593449,36931,318,4.5,2015-12-09 20:44:23
16644704,170246,318,3.5,2016-11-22 04:28:48
22427189,229308,318,2.0,2017-08-14 10:47:41
17065036,174375,318,3.0,2016-11-01 03:47:52
22106591,225917,318,4.5,2018-01-20 08:43:07
15224593,155576,318,5.0,2016-11-30 23:10:46
17575201,179645,318,4.0,2015-12-14 03:11:45
3376117,34653,318,3.5,2018-09-02 20:13:34
15859155,161955,318,5.0,2017-01-31 03:47:39
6981271,71729,318,5.0,2017-01-29 07:13:03
17623356,180206,318,5.0,2017-01-28 05:32:54
21486636,219563,318,5.0,2015-08-16 17:14:55
8148994,83790,318,4.5,2016-04-17 02:11:54
21441111,219061,318,5.0,2017-05-11 18:45:36
17764027,181610,318,5.0,2016-05-18 01:09:01
23561650,240714,318,5.0,2018-08-07 07:17:27
15831099,161690,318,5.0,2017-08-27 11:19:45
3318040,34102,318,5.0,2015-11-05 04:19:06
6807625,69901,318,5.0,2018-02-25 13:19:49
17852786,182502,318,5.0,2017-02-18 02:31:01
17868374,182639,318,4.0,2015-10-21 16:14:10
3709623,38122,318,5.0,2017-06-14 13:54:37
21196104,216552,318,5.0,2016-02-21 07:46:15
6725717,69019,318,5.0,2018-07-14 21:58:08
6721244,68951,318,5.0,2015-02-04 12:22:57
21612895,220801,318,5.0,2015-11-18 08:12:08
